Uniprot ID	iBAQ A_CLPP_WT_01_01	iBAQ A_CLPP_WT_01_02	iBAQ A_CLPP_WT_01_03	iBAQ A_CLPP_WT_01_04	iBAQ A_CLPP_WT_01_05	iBAQ A_CLPP_WT_01_06	iBAQ A_CLPP_WT_01_07	iBAQ A_CLPP_WT_01_08	iBAQ A_CLPP_WT_01_09	iBAQ A_CLPP_WT_01_10	iBAQ A_CLPP_WT_01_11	iBAQ A_CLPP_WT_01_12	iBAQ A_CLPP_WT_01_13	iBAQ A_CLPP_WT_01_14	iBAQ A_CLPP_WT_01_15	iBAQ A_CLPP_WT_01_16	iBAQ A_CLPP_WT_01_17	iBAQ A_CLPP_WT_01_18	iBAQ A_CLPP_WT_01_19	iBAQ A_CLPP_WT_01_20	iBAQ A_CLPP_WT_01_21	iBAQ A_CLPP_WT_01_22	iBAQ A_CLPP_WT_01_23	iBAQ A_CLPP_WT_01_24	iBAQ A_CLPP_WT_01_25	iBAQ A_CLPP_WT_01_26	iBAQ A_CLPP_WT_01_27	iBAQ A_CLPP_WT_01_28	iBAQ A_CLPP_WT_01_29	iBAQ A_CLPP_WT_01_30	iBAQ A_CLPP_WT_01_31	iBAQ A_CLPP_WT_01_32	iBAQ A_CLPP_WT_01_33	iBAQ A_CLPP_WT_01_34	iBAQ A_CLPP_WT_01_35	iBAQ A_CLPP_WT_01_36	iBAQ A_CLPP_WT_01_37	iBAQ A_CLPP_WT_01_38	iBAQ A_CLPP_WT_01_39	iBAQ A_CLPP_WT_01_40	iBAQ A_CLPP_WT_01_41	iBAQ A_CLPP_WT_01_42	iBAQ A_CLPP_WT_01_43	iBAQ A_CLPP_WT_01_44	iBAQ A_CLPP_WT_01_45	iBAQ A_CLPP_WT_01_46	iBAQ A_CLPP_WT_01_47	iBAQ A_CLPP_WT_01_48	iBAQ A_CLPP_WT_01_49	iBAQ A_CLPP_WT_01_50	iBAQ A_CLPP_WT_01_51	iBAQ A_CLPP_WT_01_52	iBAQ A_CLPP_WT_01_53	iBAQ A_CLPP_WT_01_54	iBAQ A_CLPP_WT_01_55	iBAQ A_CLPP_WT_01_56	iBAQ A_CLPP_WT_01_57	iBAQ A_CLPP_WT_01_58	iBAQ A_CLPP_WT_01_59	iBAQ A_CLPP_WT_01_60
P61089	0.457240005	0.420818013	0.401125214	0.838463294	0.817393382	0.554837456	0.179900133	0.757844642	0.81732433	0.937200622	0.383235646	0.225245187	0.048485719	0.777052582	0.25579169	0.01254792	0.515811923	0.479243687	0.514455042	0.968914207	0.088967793	0.876246856	0.107179579	0.760661863	0.528407198	0.093604102	0.176940998	0.548790811	0.019377467	0.795418217	0.42646535	0.850200333	0.830595557	0.365809184	0.224324549	0.777948996	0.496499717	0.431210118	0.361448786	0.143270267	0.272169355	0.181804903	0.221536694	0.305414176	0.5158254	0.549522139	0.773793917	0.340366315	0.630181615	0.673068942	0.00693217	0.200528741	0.912977984	0.924617645	0.864942183	0.564185654	0.066343124	0.9070276	0.144158779	0.222134946
Q99N95	0.765002151	0.580914836	0.150069669	0.416529727	0.290486759	0.531806806	0.722508312	0.90321109	0.807299595	0.788340846	0.917186425	0.044104409	0.530393271	0.14330317	0.813496424	0.57702194	0.87166205	0.09208117	0.220103126	0.952969875	0.257812015	0.352685429	0.925138602	0.00688889	0.175848311	0.661135635	0.097423309	0.816771716	0.243924607	0.599646995	0.45411082	0.970219726	0.108466138	0.980246966	0.830256396	0.44710944	0.085032532	0.478081461	0.526428066	0.125787963	0.246002609	0.658542228	0.42524047	0.363682141	0.100703237	0.313403503	0.901407666	0.742540877	0.690386068	0.585681638	0.109359702	0.212277659	0.795667776	0.570383488	0.201738778	0.839771278	0.554613811	0.403632942	0.272184376	0.752333257
UPI0003D7409D	0.404504729	0.303721204	0.586709173	0.341572154	0.793791979	0.292277627	0.095556259	0.338926193	0.480012093	0.454255817	0.128510139	0.008911392	0.567734429	0.114717117	0.740347744	0.534004375	0.777990982	0.47017366	0.593557039	0.261674889	0.822219186	0.083891347	0.816409254	0.467926134	0.024067522	0.087165023	0.848299116	0.762445437	0.087476748	0.290909059	0.659084571	0.558754989	0.647512918	0.165040072	0.120860753	0.809245903	0.115862441	0.235485246	0.230501862	0.926332108	0.623091125	0.236212248	0.663463753	0.344714748	0.615308569	0.709108767	0.39497981	0.568885734	0.2314857	0.661533243	0.195391571	0.181781398	0.53743046	0.909905879	0.93436202	0.297668125	0.45494032	0.620381216	0.625572715	0.403733175
Q6ZWZ6	0.692629423	0.804596017	0.459190575	0.176136936	0.640453195	0.995412154	0.311602368	0.323557954	0.362176779	0.286263533	0.024806395	0.665378324	0.940072972	0.837492775	0.033488879	0.253926993	0.620009042	0.5506912	0.294143874	0.430411585	0.594427719	0.623552238	0.132344121	0.92053802	0.171772259	0.701746441	0.06599214	0.856756942	0.829681984	0.43980497	0.83908274	0.791566823	0.471154243	0.392601329	0.939586946	0.156121805	0.684275373	0.742585882	0.97400903	0.757437647	0.358665322	0.448706549	0.925699226	0.152748519	0.47044408	0.193772605	0.549722387	0.081061965	0.880387294	0.242500978	0.309491343	0.701898515	0.058248382	0.338132674	0.222482257	0.174538515	0.668139764	0.66846806	0.051695762	0.514035112
P09103	0.31530301	0.954594289	0.449653114	0.278057802	0.974584576	0.488623697	0.311312395	0.568144166	0.357886992	0.99739037	0.783569625	0.884129096	0.189412214	0.627071515	0.697228004	0.684685274	0.197894986	0.142134161	0.852747601	0.58694799	0.908697613	0.623049226	0.226091617	0.636966773	0.07301814	0.458683059	0.293646073	0.90803074	0.752725145	0.950784119	0.581947372	0.526263702	0.389741849	0.103899659	0.19570998	0.130819826	0.243105783	0.086850952	0.280403446	0.677340196	0.651617153	0.195539169	0.482292636	0.162586297	0.933703263	0.576979967	0.69350087	0.461393036	0.100347966	0.444188747	0.834704504	0.009301653	0.877780065	0.567935991	0.040628918	0.994621005	0.897045519	0.522732684	0.702441209	0.908137261
P22599	0.569545951	0.787729189	0.373883638	0.79193618	0.878066771	0.400934943	0.721860714	0.789042184	0.077610913	0.134556665	0.693165952	0.319510463	0.892168583	0.452455361	0.802808391	0.610257356	0.326509937	0.223135228	0.940039644	0.351320052	0.878201982	0.431190199	0.92894053	0.04611475	0.955733582	0.464320577	0.827038291	0.805454394	0.290199839	0.8113977	0.39718575	0.563717076	0.255795377	0.909620563	0.096627454	0.97219171	0.058968237	0.940128906	0.081196369	0.796210342	0.329221048	0.61717591	0.919792587	0.693826241	0.187177061	0.261428264	0.019375433	0.262958642	0.133353938	0.685567586	0.319493925	0.291706946	0.033784204	0.550638219	0.165959067	0.237666414	0.363232194	0.259471791	0.765611166	0.660612777
Q9CQ60	0.790574776	0.57480696	0.341383693	0.588947828	0.605813489	0.459039805	0.72114709	0.030273078	0.168502985	0.318794287	0.572306892	0.077798731	0.133592267	0.801753705	0.539335115	0.969502255	0.015535058	0.461064937	0.434430612	0.563366027	0.068342714	0.472102433	0.607830108	0.582995299	0.317805152	0.222869798	0.805529866	0.718588785	0.049007775	0.960584659	0.409362742	0.861849659	0.056847184	0.587419292	0.797349307	0.17496123	0.88383273	0.839627415	0.663337139	0.615967979	0.847389248	0.057454681	0.247122209	0.626552244	0.348739137	0.622309613	0.384737293	0.550637398	0.428165594	0.400578978	0.203701536	0.086017014	0.423440759	0.274556216	0.482686838	0.769694127	0.633862547	0.258015352	0.236968386	0.308598077
P19157	0.103027991	0.713761826	0.037520933	0.805277686	0.76466377	0.298757956	0.662164926	0.936802924	0.232734071	0.728135924	0.442047583	0.764179373	0.554268237	0.845892872	0.886367538	0.907652912	0.799771061	0.600114104	0.544324454	0.43987404	0.826862619	0.076524604	0.411627233	0.89443026	0.305261863	0.702563594	0.632299057	0.083983507	0.558786585	0.933208747	0.93078276	0.904768883	0.432042066	0.872372529	0.491750832	0.531151282	0.022313163	0.031311919	0.309945432	0.010546528	0.860754307	0.386267339	0.101055511	0.445125047	0.153681655	0.409501297	0.037371791	0.317071439	0.245986353	0.668797091	0.310183531	0.543518948	0.502287237	6.74424E-05	0.140534461	0.536819947	0.661368725	0.913001053	0.014307149	0.287564537
Q3U7R1	0.218007786	0.238102144	0.999331802	0.754709282	0.794328112	0.492699191	0.487508661	0.913416588	0.466895314	0.034572864	0.563601245	0.032951507	0.763853684	0.575709226	0.99899114	0.315293058	0.978096546	0.897763586	0.820233109	0.331428935	0.921913624	0.393156416	0.378026182	0.015970682	0.262642512	0.248814033	0.594721827	0.772981974	0.438710035	0.196843114	0.703389756	0.728776185	0.949022684	0.07452717	0.94167958	0.532448044	0.422560418	0.24578624	0.818130401	0.57101033	0.427087364	0.320768346	0.50266756	0.572068914	0.746173824	0.960864073	0.029249065	0.578955935	0.284386374	0.965643112	0.761723488	0.974658989	0.054412878	0.945843076	0.403966676	0.032912319	0.355972936	0.540138653	0.207398092	0.995473051
UPI0000001830	0.136646778	0.293904786	0.177714832	0.546744103	0.505090615	0.950024052	0.653362368	0.945322499	0.320744697	0.477405887	0.645220367	0.113427692	0.933684324	0.881840799	0.644742953	0.078453673	0.983740033	0.891347366	0.336078037	0.66299001	0.066260844	0.4598213	0.563661389	0.070890735	0.354889422	0.901046278	0.187032347	0.308097224	0.725767276	0.810776235	0.159728242	0.619430146	0.961644473	0.029988399	0.08467167	0.277613641	0.486563479	0.045007197	0.440561153	0.395679513	0.330217499	0.396842841	0.904482135	0.040836879	0.619101964	0.313444675	0.353903275	0.23123356	0.091544653	0.194234087	0.673034309	0.408617523	0.28721874	0.398922085	0.801406325	0.103972408	0.694697506	0.105997499	0.497723488	0.692371204
Q5SUC3	0.32788545	0.448343715	0.877411996	0.988648344	0.911146822	0.166111009	0.518224303	0.370876412	0.594005926	0.881246529	0.439631835	0.91936057	0.16165235	0.748306239	0.816668087	0.591852118	0.750462024	0.220497728	0.69328795	0.13833213	0.858983571	0.119661286	0.569612315	0.453508006	0.078761781	0.052990338	0.651996288	0.30551946	0.886361068	0.35588381	0.778824052	0.700043519	0.021398916	0.19651852	0.280868928	0.610439971	0.699576972	0.509521569	0.070121216	0.259857041	0.877169041	0.562674556	0.882736912	0.916695745	0.884036757	0.654952856	0.56069799	0.446576565	0.782279939	0.079753336	0.033605286	0.059288071	0.549808605	0.398341441	0.285197057	0.507600035	0.013482962	0.640084877	0.491012977	0.162496475
Q546G4	0.176431845	0.087036952	0.778884363	0.852244887	0.423811279	0.4645947	0.161810568	0.82200999	0.230529853	0.54022666	0.817277563	0.452920394	0.678427056	0.134598691	0.904561429	0.957161494	0.873998625	0.872304209	0.546336772	0.73731535	0.225445649	0.219678815	0.567039918	0.757872225	0.758962669	0.025888264	0.0029171	0.982853424	0.860265747	0.715973047	0.14293945	0.585137078	0.460889918	0.231700696	0.564564381	0.738922606	0.418560565	0.49119882	0.659345538	0.331271854	0.152614318	0.985621655	0.969665447	0.500564604	0.014021301	0.460465304	0.635445903	0.22278761	0.09384188	0.064904614	0.148098705	0.67983895	0.177654122	0.703529293	0.24368956	0.162753231	0.276408772	0.0942013	0.2929641	0.906816003
Q3UGR5	0.713091255	0.064453025	0.306469781	0.554774404	0.431766864	0.941289065	0.191533891	0.991377431	0.59718525	0.5772307	0.932461698	0.019436528	0.99848371	0.88690474	0.483346856	0.21440134	0.573242865	0.551243678	0.512966529	0.924354308	0.074037386	0.623109771	0.549604684	0.178008271	0.376321637	0.531435225	0.968402766	0.81701716	0.138804431	0.133813545	0.088806161	0.369882668	0.734530142	0.135420314	0.829539697	0.894062901	0.482161889	0.749906466	0.187834108	0.20627902	0.207497809	0.672314283	0.31972233	0.6812042	0.630476273	0.232333464	0.719673621	0.94340534	0.181580485	0.328326053	0.188427449	0.854967603	0.372982872	0.484636746	0.049627807	0.806868514	0.396676815	0.237424753	0.364356287	0.898988109
Q99NB1	0.897259987	0.302849681	0.943716632	0.908629524	0.342599518	0.725865963	0.494978602	0.405797176	0.028763812	0.75289772	0.653494749	0.125754815	0.569850712	0.762421145	0.345712703	0.515600824	0.902956763	0.147281024	0.032902339	0.68455537	0.40577476	0.07098161	0.727301701	0.220691408	0.014635335	0.971024399	0.480188643	0.640952137	0.917887757	0.411635899	0.60186222	0.047144767	0.752598116	0.02909169	0.919833479	0.534288992	0.431104542	0.092849427	0.8397564	0.017212994	0.204265525	0.988952209	0.811815508	0.327307188	0.992200113	0.428699752	0.313331405	0.520475976	0.816015745	0.295005305	0.733430543	0.116251148	0.068776068	0.637831738	0.389689561	0.5205179	0.305855054	0.854455849	0.282270769	0.064795154
P14152	0.644969959	0.403715241	0.976144648	0.865219738	0.635053703	0.302733334	0.129381111	0.960125105	0.942201278	0.54677969	0.47226174	0.146263043	0.249873909	0.546845367	0.098158988	0.558267448	0.735905449	0.268063414	0.624434474	0.065048743	0.972818752	0.513431592	0.965499585	0.215900699	0.680279831	0.685576718	0.951703328	0.233605801	0.425237275	0.756870511	0.553681399	0.720034496	0.049403922	0.774696798	0.280495953	0.759136753	0.367359279	0.595194861	0.204675106	0.848141011	0.346094981	0.804554677	0.946669596	0.739024419	0.908467812	0.969604671	0.696070164	0.622271884	0.477863378	0.1150693	0.441706113	0.262610384	0.249470686	0.206821348	0.740743893	0.221382419	0.878901557	0.16444352	0.908087806	0.453929181
Q3UQ71	0.472434882	0.157940588	0.0409586	0.777114232	0.577356693	0.978208627	0.236409933	0.177923454	0.271504418	0.127570071	0.919143683	0.370631182	0.791305437	0.880603146	0.150804308	0.263507696	0.760089936	0.540248399	0.339354948	0.38557778	0.071514716	0.382646051	0.600353877	0.428763022	0.442089223	0.078261777	0.455254188	0.187367821	0.882804377	0.422166623	0.333767261	0.924554127	0.074645882	0.669623972	0.134339875	0.565534202	0.194063944	0.6829916	0.486455737	0.870424115	0.121423411	0.988655949	0.661557458	0.449038366	0.66870925	0.836903854	0.447165436	0.391492961	0.896314658	0.807990013	0.36973777	0.285343196	0.862258071	0.345395884	0.256496636	0.737792793	0.469881241	0.363712662	0.806601295	0.374455613
Q3TC72	0.782863231	0.461282148	0.723142679	0.942227587	0.370350996	0.104030739	0.464155107	0.321996447	0.559863626	0.74052289	0.746980424	0.06564325	0.446861164	0.566496143	0.599722569	0.89523237	0.317679855	0.23318185	0.683665257	0.032329558	0.079523199	0.843102317	0.51190806	0.233233442	0.608310411	0.53845235	0.544899735	0.062817253	0.521538909	0.940320606	0.957728737	0.309228074	0.148166102	0.646338145	0.034462461	0.329207255	0.717213799	0.879951255	0.399768867	0.27091073	0.874203247	0.631290737	0.934992947	0.94633827	0.293813178	0.545023434	0.962370624	0.172927138	0.226299868	0.322678929	0.205139788	0.008574427	0.862164825	0.69356672	0.9276889	0.572160898	0.076365139	0.321687599	0.439505107	0.950816985
Q499X9	0.059477185	0.423429244	0.867008694	0.269915117	0.730845944	0.899480631	0.815578104	0.430063026	0.786756271	0.334977829	0.161832708	0.551520478	0.877300333	0.173837893	0.384340988	0.875991576	0.795667827	0.819302634	0.346661889	0.825833937	0.596009348	0.289269021	0.206235674	0.311431271	0.503450469	0.352119968	0.299651335	0.946141925	0.710366365	0.026205623	0.007478915	0.802837385	0.44522645	0.292725651	0.22686358	0.385440912	0.840458725	0.941965607	0.508707254	0.364295736	0.196410872	0.973226369	0.606173115	0.628411741	0.396837978	0.492696019	0.300400297	0.826675398	0.794713643	0.419194685	0.747204987	0.890231545	0.086275222	0.761873184	0.22015829	0.487706675	0.031332199	0.294329174	0.657011166	0.152938458
Q9DBG6	0.810362647	0.217169272	0.737107291	0.767863228	0.250687696	0.1708603	0.341037811	0.674859325	0.635990864	0.260834918	0.750245823	0.364647412	0.030987389	0.95164369	0.889901081	0.593888722	0.337752914	0.070679714	0.477104565	0.55338929	0.238816688	0.131607177	0.894484575	0.434863651	0.142272038	0.51957824	0.129233486	0.306890225	0.935921004	0.065437779	0.968549318	0.948589623	0.567908727	0.157551573	0.80074152	0.848081339	0.873835297	0.892020851	0.488305312	0.716897181	0.65405264	0.848282233	0.536823992	0.649680199	0.601488416	0.943806746	0.188580233	0.932838051	0.377049227	0.182408629	0.086395221	0.453329974	0.847983253	0.173590409	0.975063349	0.16324976	0.618522909	0.842673992	0.683223221	0.487549172
P62075	0.480149164	0.228235144	0.796521865	0.230232685	0.385463184	0.323235121	0.803538752	0.294377557	0.980161615	0.585314859	0.236830755	0.593125319	0.983343007	0.526775196	0.622820302	0.853953234	0.751452865	0.286966479	0.679019954	0.226344188	0.826481796	0.621812655	0.068454904	0.290145538	0.055559228	0.562358472	0.837803477	0.637836315	0.735860016	0.188434217	0.795369915	0.16942861	0.236301711	0.585280478	0.836753254	0.56855327	0.220431788	0.334515431	0.076153344	0.399402898	0.244161852	0.91290868	0.130649984	0.485825675	0.448516926	0.030129267	0.460588476	0.309935598	0.362163812	0.738870809	0.586710827	0.562816887	0.63824655	0.124749869	0.549129557	0.280072289	0.747688684	0.711055509	0.236320095	0.420425691
Q8K4Z3	0.173334764	0.105281374	0.217016665	0.770818895	0.454386293	0.040629438	0.696876645	0.037365698	0.949815752	0.724755375	0.587260847	0.631566111	0.142030745	0.589023525	0.974395752	0.937905472	0.900747447	0.164701873	0.062608486	0.377758414	0.277952576	0.891899487	0.319213299	0.698944378	0.554678961	0.806468582	0.42887665	0.524007563	0.98264252	0.594580009	0.607468849	0.406800644	0.772762031	0.229056888	0.003001893	0.634041864	0.205259251	0.640253381	0.108030024	0.921440357	0.525860641	0.73420025	0.709651526	0.707241943	0.584039366	0.572117413	0.022595154	0.691712206	0.119108182	0.396692026	0.95453048	0.422274018	0.520672798	0.445875066	0.70788734	0.454218092	0.313348468	0.307583247	0.335224622	0.235199139
Q6PE15	0.187974543	0.113009629	0.374470235	0.448680879	0.885166217	0.506361887	0.954344787	0.469678812	0.172712317	0.731098348	0.914104634	0.507261045	0.747308934	0.730880143	0.401494916	0.538742192	0.796303652	0.756178957	0.02731756	0.87564491	0.349034266	0.35282312	0.254987844	0.714247394	0.248641495	0.298402959	0.890217044	0.193196279	0.897319764	0.028268025	0.889523349	0.217369048	0.995768711	0.357223365	0.66719962	0.700481481	0.908053831	0.712102261	0.663568924	0.482625447	0.114057907	0.222187604	0.289363356	0.695035634	0.03864463	0.467892158	0.933239096	0.917532607	0.744105854	0.55648859	0.566047428	0.095337009	0.199551356	0.701433022	0.72825964	0.777016553	0.723330889	0.113887835	0.277531671	0.636713525
Q8R2K3	0.829181561	0.940731593	0.468625126	0.948927556	0.676103518	0.155815492	0.86548356	0.839413225	0.052732531	0.242107183	0.577885667	0.556169513	0.258044352	0.971112517	0.437299673	0.739735764	0.836783242	0.30063288	0.62387639	0.575749931	0.446427445	0.398338076	0.055738554	0.808084116	0.522236732	0.3625997	0.620869936	0.31298347	0.618989218	0.285432299	0.417413843	0.938555478	0.361954907	0.439429572	0.699332866	0.094998003	0.204616619	0.54878913	0.983473089	0.438311532	0.221302954	0.442599126	0.548493732	0.202141922	0.427472219	0.682841389	0.407110631	0.754375592	0.538428777	0.561156867	0.987746085	0.311630288	0.792699983	0.618147566	0.239901572	0.887468725	0.589706557	0.183390438	0.933065257	0.018696031
Q9CXI0	0.637977118	0.934269614	0.595081709	0.639343504	0.466803229	0.148578156	0.02000371	0.438057414	0.429587289	0.569782289	0.038607475	0.045594596	0.081839314	0.954479307	0.381410339	0.61044667	0.435744471	0.341765715	0.324649461	0.466333648	0.290230946	0.648714393	0.649807682	0.708892173	0.723002199	0.827228205	0.084335009	0.710777393	0.478320278	0.513804295	0.582524926	0.122732576	0.139386141	0.045868176	0.789758383	0.66469513	0.5344019	0.286763071	0.540869709	0.22810374	0.347344778	0.760257378	0.701592643	0.038878497	0.986997724	0.199802389	0.568962412	0.78864642	0.484595601	0.115250023	0.651788345	0.850865518	0.897761163	0.75081239	0.889559312	0.57761959	0.705651485	0.975616446	0.29735061	0.003165319
Q3UQT9	0.675738279	0.189178717	0.49061786	0.488999312	0.79047141	0.012586051	0.828151836	0.002537494	0.985172099	0.44240654	0.606197246	0.353907764	0.366603567	0.979012485	0.534610135	0.402463147	0.410236799	0.236570391	0.533799692	0.339659949	0.006805269	0.020829388	0.740304847	0.374065559	0.114796481	0.750014105	0.357147315	0.922311077	0.018908449	0.057027804	0.636303008	0.889504492	0.772214418	0.646334485	0.676311117	0.67554163	0.608301243	0.394901694	0.162853714	0.689312505	0.971090266	0.485121367	0.748361846	0.640330018	0.206897744	0.305632613	0.991480082	0.627597165	0.496843533	0.989274151	0.567886021	0.529384008	0.479719891	0.827508654	0.757067461	0.291437345	0.110816661	0.243580381	0.169084165	0.646509033
Q8CAQ8	0.103799176	0.384961417	0.202931096	0.716720962	0.888490869	0.15242856	0.245492597	0.732292887	0.043453174	0.609399646	0.454923719	0.010064036	0.636216971	0.415187442	0.415103507	0.815997744	0.003436389	0.23673724	0.699181328	0.579201144	0.161126812	0.582919984	0.07040973	0.931719436	0.953858979	0.842201771	0.669584694	0.178988159	0.879895481	0.756392961	0.72267473	0.856395783	0.837031783	0.701203091	0.871695475	0.312447216	0.134473459	0.417393524	0.246905869	0.509832016	0.303105078	0.363230239	0.081734034	0.4162757	0.571899086	0.201627698	0.640459222	0.503067555	0.588046661	0.339451288	0.804102739	0.412351422	0.966848388	0.154326846	0.808415384	0.168398436	0.135222115	0.851939589	0.583723386	0.525626299
Q5EBJ0	0.600925327	0.434777934	0.679838202	0.406409741	0.946452124	0.399432173	0.91807448	0.709347114	0.640153787	0.421664434	0.509404752	0.766930562	0.404531478	0.758563971	0.296203187	0.249815392	0.150468172	0.870382844	0.712444551	0.537214204	0.815557191	0.497427395	0.498922613	0.067395014	0.037374279	0.226069541	0.434718203	0.968209147	0.772519742	0.73362565	0.877769642	0.053864615	0.670255872	0.83233608	0.258935313	0.927913244	0.142008528	0.893660292	0.399519674	0.991124441	0.712736515	0.008623593	0.706870321	0.375654932	0.914324781	0.362447772	0.426164209	0.903139582	0.145518034	0.792683651	0.33754903	0.68574268	0.262349987	0.869686826	0.854955082	0.063121454	0.992915217	0.470045075	0.605733166	0.573127175
Q3U6W3	0.987724012	0.090548391	0.381848165	0.230394518	0.698516199	0.322903173	0.713530281	0.087417453	0.591134198	0.74707357	0.451890568	0.645225322	0.57055913	0.611528438	0.84508398	0.021164779	0.381830731	0.506915528	0.356509357	0.211097393	0.629188637	0.167084998	0.184934945	0.017312625	0.668472689	0.295869275	0.719737694	0.98430567	0.603938316	0.352096319	0.455628543	0.992407322	0.533247122	0.914970132	0.827559838	0.0749124	0.604266285	0.619812254	0.590769176	0.795735834	0.337341158	0.848509144	0.319858995	0.624740443	0.563706621	0.478711907	0.110555862	0.157986818	0.286467049	0.789387925	0.484768353	0.399062194	0.235457872	0.673123651	0.717445307	0.692938892	0.82148579	0.48430783	0.422261859	0.507114937
P60766	0.07305535	0.615737284	0.23574355	0.439894875	0.217384515	0.305412978	0.815394961	0.743625806	0.044140702	0.364156323	0.853722782	0.337706399	0.629573364	0.418668411	0.281184913	0.659674136	0.545379267	0.48166264	0.209342824	0.480751267	0.958297605	0.243847909	0.090678157	0.911025888	0.284991246	0.87352194	0.952986089	0.313014341	0.166551139	0.46704258	0.833446838	0.35938063	0.750224998	0.095393403	0.751869368	0.097769474	0.910267607	0.655243723	0.175640036	0.41077828	0.939313879	0.317143069	0.643645304	0.1551014	0.538913811	0.112748406	0.262265757	0.956602363	0.56579335	0.413686223	0.567916084	0.920974951	0.444063299	0.053431734	0.988290556	0.351793499	0.45831811	0.642440667	0.326238824	0.227415051
UPI0003D7331F	0.603020946	0.713998896	0.597460982	0.491278538	0.440754638	0.586195737	0.55734094	0.64491808	0.281418527	0.311536423	0.057481657	0.084400771	0.434288868	0.590093227	0.630456522	0.424525535	0.535342212	0.267521005	0.053733908	0.269889453	0.871234149	0.308880685	0.702260459	0.979034868	0.773823144	0.114127605	0.402545084	0.877848751	0.815869458	0.203127294	0.19365576	0.882792392	0.28127606	0.792156958	0.439505941	0.732130635	0.150852267	0.220336662	0.341604949	0.05352904	0.552716354	0.351379053	0.460961846	0.82782968	0.072608677	0.694232178	0.280193362	0.272364853	0.046250232	0.448161684	0.438734239	0.477915543	0.605750243	0.73825465	0.158617249	0.168888412	0.848346391	0.158409965	0.630657358	0.782022981
P62631	0.280869532	0.348263879	0.420094894	0.657009632	0.944368709	0.401772727	0.553279072	0.571193843	0.095793978	0.197060045	0.926530943	0.717464399	0.297206543	0.673448232	0.863244002	0.574978911	0.693832752	0.088746192	0.431560649	0.327685979	0.070571549	0.391305315	0.33095556	0.037255574	0.342944875	0.500397488	0.575614632	0.949997654	0.38138692	0.497242242	0.546626607	0.327227677	0.920450775	0.72299853	0.401837079	0.217937055	0.617094228	0.489520471	0.264205386	0.512979798	0.788777343	0.678923754	0.706703729	0.35806681	0.860250473	0.757971948	0.489894716	0.322181056	0.45015712	0.411181902	0.95885521	0.735083649	0.456519316	0.137689362	0.828076736	0.08956075	0.286923307	0.064246348	0.91184042	0.690819999
Q91V61	0.035760706	0.772644453	0.931893453	0.623509734	0.621984588	0.959861658	0.23562753	0.864994954	0.530860224	0.038801047	0.869961372	0.831173516	0.58161567	0.774200894	0.774064113	0.40208986	0.59702068	0.189764508	0.276006313	0.075002164	0.721047816	0.633183112	0.343591406	0.636395709	0.665242434	0.365207697	0.388501127	0.425001563	0.782084512	0.996398441	0.578577572	0.762462283	0.753429903	0.097711279	0.144889057	0.880307606	0.917217465	0.985211571	0.15848115	0.390563223	0.107262203	0.422435683	0.922761153	0.936596346	0.058495753	0.50281951	0.194598165	0.556858916	0.498255635	0.638285611	0.279365349	0.879168029	0.653531384	0.262996474	0.965181511	0.915221238	0.705462116	0.944059046	0.531324343	0.988492044
Q8C196	0.369823351	0.698947964	0.399834177	0.46416267	0.866014025	0.051561799	0.875046471	0.573233239	0.985250588	0.249724906	0.182051275	0.571400352	0.262847163	0.850462002	0.355449132	0.839415555	0.012900332	0.583044511	0.653313057	0.83465847	0.800198083	0.5443729	0.829517856	0.359101295	0.476952965	0.899472518	0.944492469	0.56535112	0.741464326	0.002908753	0.90263553	0.951263605	0.785480554	0.160717541	0.333616889	0.338013302	0.724582504	0.082152611	0.89444081	0.194874985	0.752358633	0.238427562	0.387318745	0.508672512	0.339612395	0.432470716	0.015194243	0.534037345	0.819148752	0.570123633	0.020412822	0.628050226	0.99230691	0.679984516	0.500006535	0.386239309	0.725241759	0.570557081	0.932946931	0.162106077
Q8VCF0	0.918897269	0.572815032	0.457807337	0.535659908	0.044037147	0.721550878	0.167554899	0.243435793	0.182435256	0.234859065	0.925043633	0.426224051	0.475187783	0.555424218	0.656917904	0.583139336	0.650728678	0.775465849	0.968512536	0.314286219	0.643868339	0.214959681	0.642255285	0.551152136	0.811059114	0.909233388	0.707155295	0.861574785	0.477684168	0.714331615	0.240536989	0.631736548	0.346198807	0.320889736	0.16370045	0.371831873	0.065487324	0.031367725	0.108303466	0.517103711	0.241453241	0.407971507	0.5535113	0.245012135	0.425374151	0.252520613	0.164878944	0.536351755	0.096482235	0.237685042	0.157267786	0.169297019	0.070855435	0.082702466	0.971240083	0.722019065	0.246776627	0.291923644	0.136865338	0.063172111
Q9D0G0	0.589695468	0.30019671	0.869466373	0.828063191	0.310891909	0.687713185	0.182034887	0.247028963	0.014623786	0.271725333	0.949385343	0.732713024	0.872516444	0.129840947	0.192549961	0.496698532	0.732604407	0.581469963	0.885341258	0.332483344	0.008074199	0.738117634	0.109384201	0.586276705	0.503827719	0.587962703	0.915190616	0.417137731	0.811213397	0.25231951	0.085742027	0.865771649	0.525097923	0.137247741	0.635849237	0.863329757	0.202325704	0.59484774	0.369006172	0.460992934	0.757626227	0.442616013	0.320564445	0.2378889	0.239669112	0.843127974	0.231714001	0.638956041	0.776460433	0.768711802	0.09459858	0.385265183	0.088428935	0.408799255	0.552045238	0.585968443	0.317654581	0.740814542	0.32266674	0.86382052
