Uniprot ID	F1.interphase.intensity.mean	F2.interphase.intensity.mean	F3.interphase.intensity.mean	F4.interphase.intensity.mean	F5.interphase.intensity.mean	F6.interphase.intensity.mean	F7.interphase.intensity.mean	F8.interphase.intensity.mean	F9.interphase.intensity.mean	F10.interphase.intensity.mean	F11.interphase.intensity.mean	F12.interphase.intensity.mean	F13.interphase.intensity.mean	F14.interphase.intensity.mean	F15.interphase.intensity.mean	F16.interphase.intensity.mean	F17.interphase.intensity.mean	F18.interphase.intensity.mean	F19.interphase.intensity.mean	F20.interphase.intensity.mean	F21.interphase.intensity.mean	F22.interphase.intensity.mean	F23.interphase.intensity.mean	F24.interphase.intensity.mean	F25.interphase.intensity.mean	F26.interphase.intensity.mean	F27.interphase.intensity.mean	F28.interphase.intensity.mean	F29.interphase.intensity.mean	F30.interphase.intensity.mean	F31.interphase.intensity.mean	F32.interphase.intensity.mean	F33.interphase.intensity.mean	F34.interphase.intensity.mean	F35.interphase.intensity.mean	F36.interphase.intensity.mean	F37.interphase.intensity.mean	F38.interphase.intensity.mean	F39.interphase.intensity.mean	F40.interphase.intensity.mean	F41.interphase.intensity.mean	F42.interphase.intensity.mean	F43.interphase.intensity.mean	F44.interphase.intensity.mean	F45.interphase.intensity.mean	F46.interphase.intensity.mean	F47.interphase.intensity.mean	F48.interphase.intensity.mean	F49.interphase.intensity.mean	F50.interphase.intensity.mean	F51.interphase.intensity.mean	F52.interphase.intensity.mean	F53.interphase.intensity.mean	F54.interphase.intensity.mean	F55.interphase.intensity.mean	F56.interphase.intensity.mean	F57.interphase.intensity.mean	F58.interphase.intensity.mean	F59.interphase.intensity.mean	F60.interphase.intensity.mean	F61.interphase.intensity.mean	F62.interphase.intensity.mean	F63.interphase.intensity.mean	F64.interphase.intensity.mean	F65.interphase.intensity.mean
P54652	63279.93899	95851.5283	40489.04046	101194.0193	102806.0524	128240.514	104757.293	92743.40019	85785.16974	83523.577	91046.4642	102394.5248	106168.9837	90134.24389	87143.4923	77803.15141	83015.61776	83348.55461	83349.33844	79086.91826	74182.1488	85034.64721	85087.02249	89537.37684	109155.9666	103452.5209	124820.3922	92719.92957	109784.7513	108873.4047	121775.197	146921.6124	136895.3776	137913.7787	135057.1454	113105.1782	25558.33586	22798.02586	89011.69922	88623.78794	50880.40546	154980.5058	169120.7644	173629.1689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54709	89416.91261	164756.9018	282669.2054	384861.5272	413692.4754	515718.1947	517007.2822	505691.1713	451288.8615	521963.2683	482465.1866	511373.5459	480777.3301	418498.9619	401580.7495	324823.3143	280932.9746	219390.2812	198244.4499	176658.5846	173773.2493	156317.2983	122756.6075	118858.4817	102834.0058	118177.1286	109462.9846	107441.9709	73662.06165	65399.93709	64440.09385	69602.35428	63055.9093	63467.04728	48528.56275	42581.14456	42879.9646	44922.3162	23166.85392	6769.863381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8607.257106	8180.332798	15537.99924	25938.43714	36769.83504	20453.7521
P54725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4749.271579	4426.025236	3618.852516	2767.928218	5092.734157	4618.697868	4901.058233	0	0	0	0	0	11765.99006	26118.46229	26857.73794	35410.14009	38983.13047	87980.07092	276655.9876	1009425.171	1920709.329	1925373.671	958098.2202	353515.9616	133489.972	61890.2226	41616.01913	29176.08415	18068.6768	26644.52636	18728.87553	8228.663781	6589.521342	5620.636802	4179.066214	3527.122739	6767.882302	8053.683711	7046.665583	0	0	0	0	0	0	0	0
P54727	0	0	0	0	0	5696.283639	35506.38797	8921.986665	10665.467	13199.38665	29521.64989	21127.87094	16060.16017	18714.64241	23727.97675	18649.69294	18823.46833	33145.86081	37320.80113	32824.7087	52330.53222	55181.9798	58655.7584	64174.80834	47090.45584	53681.7184	84610.75591	95558.14114	124937.9851	160446.6877	207218.5143	209737.0901	231956.7056	354401.9907	670448.0342	1955373.856	3479927.567	4028912.767	2012443.981	820738.3116	457940.9296	325998.4507	230179.2074	176778.9252	136328.4347	179469.5863	135003.8158	83893.81871	62657.712	46175.1078	40745.05401	44254.3642	38093.68764	30331.46607	32149.04132	35114.37412	23669.25072	18860.39102	15066.23716	18312.84498	18834.10901	14334.07741	11156.61849	12732.1485	8229.258409
P54750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54760	10883.09365	31057.82186	51861.06005	59096.85391	64186.22354	70340.15072	69499.77266	69095.40805	63063.47335	62643.36682	59820.97279	54905.93481	48285.93506	45776.19729	35309.36785	37010.49286	36184.33888	29625.99197	22170.12544	14599.04646	11371.39595	9811.750717	5135.579844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1353.369003	1479.910355	1558.137852
P54802	0	0	15217.12952	26805.51867	29208.13135	34579.5258	36087.31931	31296.54894	20169.81909	22934.4886	19705.23451	10414.35662	0	0	0	0	0	0	6433.798684	6249.498111	4694.14307	0	0	0	0	0	0	0	0	0	4877.98127	6007.949537	49017.15601	94117.56457	129625.7646	150774.4155	132706.2211	71562.89661	6065.392811	0	0	0	0	10416.12042	12481.7406	11995.82744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54819	11800.19211	35065.8523	51651.74646	51523.49985	48752.39865	50980.10939	49033.50856	46680.92789	40697.90994	45917.94816	57924.76817	46002.20408	53266.77657	45394.27005	34606.55837	44592.33492	46451.2548	35201.86185	33544.74006	33580.59372	37071.11675	38451.95858	37893.29915	37089.47392	38660.68985	38317.56121	37230.71939	54097.20615	83417.048	104337.9147	128509.9669	127137.3619	121392.2104	130994.7313	133904.2459	102556.369	137003.8668	210181.129	286123.1214	253963.6759	167798.9896	97593.80587	49505.21375	48603.76862	37801.03918	51484.17747	101232.9344	625458.5341	3256000.963	10883095.02	15069169.44	7634841.311	2409896.406	844032.2156	518258.7126	412212.0709	309053.4462	276979.4569	161285.5475	140037.2169	159657.989	151656.2672	106821.5549	104348.524	87493.31036
P54886	0	0	0	0	0	0	3161.262211	14994.88585	8782.254526	8707.116234	4059.668206	5986.726663	10881.18789	23493.53367	16133.32307	17401.07759	11948.86188	15234.80954	2909.168503	0	0	0	0	7144.073607	17326.34284	42215.15943	38084.43316	49466.05651	53462.00751	49917.96951	66391.58195	97925.52808	116085.4428	122432.5915	151713.6914	182204.7042	265826.0789	667228.1559	1824798.73	3162654.389	2993129.17	1557497.287	522545.2929	209598.4114	122450.4314	57005.36412	8366.003828	4372.518238	0	0	0	0	0	0	1777.85124	1038.425636	1665.280976	3464.76054	2897.885376	2182.428246	2369.322937	3813.865585	3392.424499	5247.996843	2404.709668
P54920	133580.5049	260684.4175	403661.7837	471265.516	450723.1388	441229.927	421526.515	360470.707	286519.9729	303769.5119	248599.5389	234587.7022	206302.8305	171177.1179	155185.8051	133582.4515	120272.5287	93062.50294	87414.22739	74479.97617	61964.63995	23040.37128	16439.66836	11607.3285	20763.00739	43119.60078	64897.22592	68018.38739	70249.43696	65054.67886	78030.41315	81819.9499	63734.50587	77747.93016	67808.70684	72406.8454	90357.7082	84610.2528	81571.58225	85951.90577	98216.74838	96126.95394	92233.13145	82089.84591	203349.3062	715804.4245	1436224.602	1920032.012	1028360.144	426818.5839	163907.7205	111359.009	76133.55996	50069.65668	42892.12749	37170.31506	24696.39895	21478.16906	19903.51703	28483.16494	25838.551	36026.20673	42968.63316	62574.14553	53997.76992
P55010	3153.355119	16945.83922	23131.00367	23985.23819	28665.74062	45960.89298	50321.82926	45964.4331	50542.03474	63509.56872	72760.35246	78200.99343	77919.16195	73574.93138	84766.05332	87403.19271	88164.96162	75378.85328	72274.7567	74906.42686	80423.39959	83014.21076	76594.40712	77580.55105	80685.97952	76747.69097	73030.95114	62828.49521	77281.33692	96205.91199	92675.26502	88939.88284	87428.42964	99470.85086	100379.0206	110228.376	123724.6425	125964.0368	181695.1115	419563.0747	1005822.048	1781900.455	1703009.83	1422351.466	854463.7542	529540.7237	329487.9333	270804.3666	239516.7217	232364.6181	199776.7138	188182.2506	150227.5579	131361.6053	134212.4288	109509.3754	108680.5115	98595.09362	89806.9833	96030.93846	82946.88625	95627.06454	86308.6911	81575.37665	71875.78185
P55011	93510.51225	211440.5083	301242.6297	338354.8424	332822.1722	316028.355	325182.1564	281611.5907	274824.4783	262829.6576	232521.0046	210822.0807	182373.5838	158513.9641	138159.9857	122630.1367	105840.8227	82400.83596	65166.29253	36853.82425	31283.5655	25900.20745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55036	123944.2028	252501.7872	409508.355	466810.2097	538308.2489	600234.494	682748.4718	714448.1866	729774.8689	894114.0835	1029986.816	1050763.042	1007917.908	897874.2111	844302.7647	797977.3271	737632.5629	555594.7215	357715.7636	203307.516	108272.0061	88147.5381	74905.60518	70162.58047	67700.70986	57927.55706	58039.98154	47709.73048	83483.79779	70278.60997	75264.0453	86731.21116	82838.92704	87461.76172	91350.06593	87399.40991	98417.0323	193471.5254	389725.2612	549515.6007	448156.5102	161784.3151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5253.579933	2601.926693	2948.672256	10173.11735	10643.03298	7904.355563
P55039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6764.251779	11754.20511	113087.3919	582250.9147	1494260.901	1951436.036	1103328.651	342843.9984	123717.0003	60215.7276	39560.0842	29828.25008	17713.61266	10799.33807	4441.783894	0	0	0	0	0	0	0	0	2986.12529	2980.299863	3319.001849	2136.428382	5736.815287	4658.161633	5562.776088	3820.142372
P55060	486438.6426	1349908.569	2420087.711	3368847.999	3612139.692	4108408.976	4127023.273	3231154.255	2675470.534	2849705.084	2502143.226	2501667.006	1987656.061	1662370.44	1458524.908	1258283.512	1115960.311	922377.2691	716753.1109	549530.3373	497621.328	432470.4525	335610.6279	304310.9884	279325.899	251280.7321	211285.6487	173533.6926	161446.346	175989.3317	144524.792	130133.9445	119621.988	79720.33554	71953.41518	115348.7987	142567.6474	111904.9162	100978.9104	86093.34849	83761.33323	53054.38969	64021.59872	55564.57113	90817.04444	56330.05344	29146.66873	27529.12408	43635.86782	72536.54703	72363.49192	73312.78137	105396.5312	85914.35452	99579.74115	98936.88419	96368.70661	87661.06601	81263.35524	85060.86944	61765.80567	140144.5889	193376.3571	224285.4358	297197.2137
P55061	16105.37167	36345.60573	50506.96818	52215.32612	46616.22177	49324.54725	66931.20125	56400.8629	47053.44836	48852.75827	57878.42558	62219.10088	50037.85594	44228.62937	39148.83593	32603.21813	28631.13968	21952.00757	13072.16267	12013.26846	11397.56765	12170.74474	8959.294325	8942.990274	7079.549874	6450.971616	4735.032648	4411.838405	2336.386044	2752.732389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1621.42756	1662.131875	815.4843315
P55072	91172.6435	185273.7775	327609.2796	370185.3506	375426.6602	378225.9346	373652.8163	323784.0475	290436.661	293463.9025	271266.6075	253552.7671	263563.4418	272191.6432	268402.2728	274709.9069	316570.5232	384746.1964	633986.2655	1108989.038	1999776.479	3990901.772	8396617.679	17326046.47	29721558.91	28353718.81	15537940.62	5450424.681	2269597.716	1261496.185	875889.8817	655637.8918	492632.3986	406827.7522	316327.1356	246881.7089	223183.4679	192040.8783	202222.3323	236448.1599	153755.2525	160249.176	26501.13311	18941.36278	0	0	0	14891.08168	21573.51091	50961.9736	50335.6027	42386.06081	33605.788	32066.90166	26468.24404	27400.99009	30838.33352	29593.67877	28789.38197	28434.07255	24511.15845	28665.98973	26038.34278	46436.65376	40337.92524
P55084	462232.8747	1280738.167	1962426.903	2073620.678	1677831.365	1532413.299	1299181.868	989541.8329	808841.5072	820478.1958	677477.5942	657819.9841	564537.2996	504097.043	481760.8366	437709.2714	410875.1223	374618.7407	336032.5548	297562.2324	278005.7471	265376.2798	237660.5347	235762.5134	214678.0318	225958.869	218608.5599	196111.2803	172454.6157	148129.821	113073.1492	95675.33279	97310.78436	136098.3555	120313.5315	0	0	16915.09198	14801.27844	17784.22539	30785.63513	0	0	0	0	0	0	0	12802.89327	14395.91895	9728.932823	0	0	0	0	0	4775.477152	2520.003457	5287.716253	17065.43588	19496.47983	35670.82864	37065.44074	80376.19851	74391.28611
P55145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83356.80407	569929.2079	1255912.36	1874786.405	1707907.606	783536.5507	362362.5307	230630.3684	162279.9662	127812.3859	101974.5869	81721.25191	75614.99841	67863.50256	59120.55456	61267.81208
P55196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55209	105380.1804	231576.9567	341660.8209	359686.6359	374517.6885	361542.5479	367251.8593	358831.181	327505.5097	397500.6232	313085.1822	324174.4679	307988.8051	292865.386	284892.8745	261728.297	249140.246	219751.9018	214334.1515	214920.5249	225003.6011	218845.2988	194275.3011	295083.5278	338148.0184	415594.815	475929.6781	609863.6957	718026.8938	635216.617	696044.516	867381.7028	1458065.594	3001538.148	4378426.848	4903073.314	3674009.222	2615537.112	1233891.581	601150.3804	375584.1132	349419.8858	267829.6819	226323.8808	180640.5055	162487.857	49998.08111	4615.21422	13980.11368	13057.14086	10238.75019	17242.05174	17211.73332	19845.22115	20463.32686	17538.61488	25872.7735	24603.36984	11630.3708	4637.902447	5001.777381	22384.40175	9635.523306	9552.658062	6358.667954
P55210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4241.949741	4311.181806	3477.164967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12678.60718	12034.69748	10760.39829	11734.36772	17311.632	137771.4624	328624.5772	356022.7424	294427.6771	194193.1494	224041.5228	292690.1792	252682.2837	116637.5457	50857.69949	33424.33657	27906.36995	10217.62069	7983.611642	6508.064449	2270.054369	0	0	0	0	0	0	0	0	0
P55211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80207.13958	276253.06	443026.8594	359841.9577	118472.3538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71538.27245	273980.7069	868103.8066	1707734.405	2486495.583	1970195.13	722718.4383	286568.11	162977.04	151458.126	115092.5018	75431.48812	59719.40681	54379.21546	39671.4695	31591.96397	28998.01926	25653.22863	24172.08326	18104.49856
P55265	30363.17527	48021.34421	52775.46254	40934.7427	35190.57659	30474.54133	28196.51001	19292.71236	19231.08317	18248.72295	9439.52154	0	0	0	0	0	0	7402.167795	13272.79192	11206.2442	14598.94333	7149.54218	5666.567161	0	0	0	0	0	0	0	0	0	0	0	0	5887.368237	9275.024095	12410.29282	9169.526333	0	0	0	0	0	0	0	0	0	0	0	0	5068.345437	6069.950382	4486.022542	4088.813636	0	0	0	0	0	0	0	0	0	0
P55268	32572.40835	72732.0659	78025.47334	71326.37185	45422.28979	41114.72305	43440.64139	39093.78359	38498.43538	59997.50964	48281.6098	42132.05843	52694.89493	49053.68099	49446.82814	40254.23787	42804.4927	23407.13434	23626.25559	22302.81735	17512.12325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55327	57788.24507	118412.5139	187336.4852	258640.2996	285311.646	383848.1493	499214.8804	530111.0862	582677.1317	739415.6457	885394.7541	1039181.029	989480.7073	1033561.916	1130656.653	1103155.069	1072821.834	976008.2292	881625.8159	857798.2985	914680.251	908042.933	853051.5705	792007.9569	724474.2624	672323.6641	600110.7794	507677.2146	512529.7308	463517.7851	423811.6393	362872.793	312633.2101	317980.5804	257488.0983	195537.3684	142057.5663	105431.5741	94877.18727	50650.25572	45266.67157	0	0	35668.74655	26810.60916	42619.12387	36834.72042	39194.4646	41719.4381	34345.41603	53579.71434	49783.79903	39106.2828	32410.08861	38064.84651	43026.15568	42350.45093	40364.41026	40351.60827	44617.45684	46826.81999	107788.4601	89756.27498	118947.2573	75592.15156
P55735	181585.1449	498573.0659	469367.4011	293888.976	225544.9173	225318.7987	212351.7416	165590.937	130808.1243	129637.0516	123932.4955	129400.693	134434.8527	124212.6412	107489.6286	96782.64739	123541.9734	242699.4123	548388.551	867052.2598	889389.6796	648158.8125	380707.4531	225365.8656	158204.7329	113401.7435	91386.29811	72731.79021	54940.74089	41351.48662	33822.59638	28044.51956	22505.9052	17682.86166	17589.15615	17234.98938	15812.07872	9446.85396	7140.798423	0	0	5845.532125	10565.79131	12521.72508	16538.12409	108071.9419	288603.9144	547120.221	418497.5154	179933.2969	77304.99092	48905.59851	19683.77875	16970.68789	20737.0277	20323.32408	14767.53848	14350.4307	9960.88847	14959.87968	13449.5641	14932.9065	13805.58483	18227.54128	13873.89141
P55769	16740.26094	49277.62991	81204.81962	68163.30823	42161.25674	46340.86444	47748.05515	22942.08577	17764.82166	10627.50022	11271.96223	18783.54192	20380.16115	18860.51974	19853.84003	27301.61529	22707.42223	19449.821	15704.54968	14877.2533	16298.77192	12479.45569	12059.56962	10607.80615	13056.07833	13694.28331	20157.31909	17306.74048	14721.00115	0	0	5999.513072	9442.940273	9806.074215	11112.93629	8804.743557	0	0	0	6794.68375	4885.320909	6309.500388	5214.388323	5363.195867	2783.417685	5525.540273	15154.04181	12623.49257	14927.06894	7886.012485	11003.70337	53458.96846	164568.9175	465605.9418	901495.0191	940072.549	497244.0315	238521.6343	143394.6127	112330.6337	79496.33717	82744.66093	48404.43365	67020.77299	46247.36008
P55786	5188.620301	12310.59127	22299.65934	28149.1133	37325.66427	28199.40498	30217.32365	30284.0589	27830.07572	33317.82184	41061.04448	31602.96592	33667.8835	31175.87145	28634.19027	29029.61745	28523.9971	22596.42485	15035.84113	13714.86877	28959.06476	28206.55531	26652.09024	26921.80324	34527.83447	34815.69976	31663.42711	33616.42892	39852.84584	32335.4278	24170.65397	26704.50637	23684.861	35513.95443	43149.60972	36734.02441	49124.78015	47697.6384	51868.66082	105118.7263	641000.4302	3325765.825	7731323.248	8754248.834	4145884.261	1387690.96	444839.2917	300324.9152	178513.2313	142884.1336	128549.4019	105195.9336	83507.76377	65956.5902	73230.36259	45495.46335	34194.18526	16761.01989	14133.90296	15158.52546	11307.89701	18216.37496	11738.20023	20161.15219	16037.40778
P55789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55795	0	0	29934.52929	21067.72269	19716.01112	19339.78552	14978.02457	16064.69604	2024.850988	5782.24176	0	18200.65353	7940.088765	10713.31917	24839.55339	26854.28131	25943.72093	24122.14975	23421.4605	22811.26176	25071.43231	15793.46947	12111.06956	16829.13977	0	0	0	0	0	7822.866309	40312.73404	64019.37844	72874.17868	68848.54136	48402.65986	42418.70931	44375.03013	51647.82293	45799.52897	54798.89379	71289.62813	53247.70041	90424.95449	198775.1876	302587.7454	443970.158	324660.4952	195169.2956	108968.8623	60420.33839	58372.61164	57946.75674	46404.74341	0	0	0	0	0	0	4398.080955	6004.516765	12972.64861	15166.05011	5314.845242	6946.570147
P55809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3434.150316	5120.328743	5002.922676	5918.760113	5118.185536	7203.194535	8179.078391	7374.105716	11947.58891	10322.42333	27719.63453	91695.30407	851402.2909	3436627.972	7252888.616	7227691.799	3583188.967	985993.014	409680.1261	286997.2592	220120.2378	194862.6781	158585.2538	145789.1243	108590.9922	103725.5928	78101.66953	60553.0056	36265.56549	33396.99895	33798.73969	27462.15504	26098.77412	13393.53749	13916.08924	9864.46731
P55854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1172.338189	1465.533591	2191.355431	0	0	0	0	0	0	0	0	0	0	0	18767.72917	45536.05581	73463.22484	49470.22403	12668.19732	5203.266362	3195.254561	1947.579618	0	0	0	0	0	0	0
P55884	34285.82333	52686.05803	63045.82755	72578.49483	67633.92005	83403.18933	111816.4811	115778.0682	115814.3941	135105.8674	134713.966	177847.6908	335670.9151	819707.0083	1358433.197	1276848.925	772953.9612	332258.802	162508.2007	114620.6946	125774.0024	122411.0381	77691.31783	106414.3884	139036.6834	423861.3336	1247271.29	2184697.384	2279177.306	1140128.752	665956.8297	549415.7461	420519.1017	246030.2494	133353.2493	91717.03059	71680.45766	23312.51162	8811.246937	12797.82608	7048.327107	4396.213511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P56134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P56182	23133.66656	51642.1615	59250.733	45142.5033	36708.73867	25682.70985	10816.89956	12281.58454	5863.045778	0	0	0	2599.767175	7154.286478	6910.112721	4352.223062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P56192	502108.026	1073411.895	1410007.326	1124654.081	829670.4636	794715.5446	868192.2636	645658.4908	532666.9953	537994.5437	428467.7079	325699.7123	296692.5003	237317.6595	198181.3367	173911.4351	147259.2392	112098.6066	93066.04119	67526.63082	76204.72345	55767.02582	35901.84049	36153.78123	23346.63136	29174.15033	31210.56251	23364.87103	7836.279655	2416.869651	0	0	0	0	0	0	0	8550.352424	9111.749976	14210.44632	16993.88699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11690.79724	9970.829177	7115.355049
P56199	42554.01195	95939.51674	157584.4465	199695.1944	209487.5725	220138.5978	211588.3987	189466.981	168165.5846	165918.4644	134908.5692	115863.7287	112955.8073	100994.9622	91116.84577	88291.15947	74903.10787	65058.5969	57591.86313	50119.64033	48305.61981	47907.68157	26267.97518	8371.342733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1904.003931	3173.646212	3985.763884
P56211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P56282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P56377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65449.63522	157976.1502	265223.0562	238996.1917	122980.7514	55712.0239	24022.42879	12388.47714	3742.064398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P56378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P56385	471138.5122	1050216.302	1573026.58	1962582.538	2138463.313	2053093.985	1981288.824	1385120.901	1233692.787	1256378.948	1172263.238	1039252.163	837848.7643	655144.1883	586965.4731	513660.3522	420162.4125	352221.3523	284824.6251	218415.1962	204441.5999	153094.8286	142245.922	113880.616	106019.3971	98733.97326	108589.4074	108777.8838	116532.721	111778.8111	108656.8508	99736.33917	96540.44747	103255.3426	94432.43253	86043.388	79458.05722	70384.51335	71285.42711	76497.66656	77887.56066	60236.8374	60256.52067	45294.19085	41330.24118	42017.73501	54065.11199	53279.86679	65472.04765	126308.1615	228930.2815	278759.1404	363315.3026	429238.2091	467581.4107	530131.0227	549921.7778	508213.1964	427972.2171	398571.1266	293862.4428	341185.5825	276194.068	399322.8719	452019.9432
P56524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16830.03773	33164.54679	80047.4218	81842.25843	81940.31665	78866.71241	40769.84544	25488.09458	22025.60053	21471.01866	26577.26191	28505.04356	21057.01643	10353.82243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P56537	57931.00276	135057.6585	163106.3762	155944.6384	76489.96016	54958.87516	49463.76492	37010.74401	37600.66751	34927.86231	26531.70013	20941.96176	40076.31025	30998.51241	26568.10576	3581.975794	4581.704534	3442.943549	0	0	0	0	0	0	4688.967418	6831.738965	84300.608	0	6324.097674	5606.883177	10801.10023	10440.8026	13627.34874	20511.46413	23973.55906	28596.43838	18744.00898	28954.694	42715.39235	125088.3765	510170.4972	1205016.724	1164456.034	717075.0736	363517.5513	433035.9528	573198.5895	1674601.918	3266974.624	4096882.443	1946197.116	558405.1265	270700.6004	179453.4988	138616.3652	116526.7209	86530.3559	88472.98287	74256.13168	70373.62125	59195.22137	56470.00474	38141.44093	42250.15866	33777.1933
P56545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3265.699992	8683.141973	10754.60903	7203.07179	8677.643033	2764.741354	2202.206485	0	3754.761273	3490.217773	1861.302014	0	0	0	4216.959275	4672.12451	4595.053744	7756.550752	8682.62949	19021.55902	30742.85346	38417.75767	58121.38072	113786.1777	166748.1841	273125.7856	457599.8258	592966.9295	434834.4357	237700.2832	117778.4477	58267.57293	32646.40337	7967.644722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
